ETIC,GRAFENWOEHR AAF,Germany,49.69868611111111,11.940175
ETIH,HOHENFELS AAF,Germany,49.2165,11.836166666666667
ETIK,ILLESHEIM AHP,Germany,49.4738889,10.3877778
ETMN,NORDHOLZ,Germany,53.76766666666666,8.6585
ETNH,HOHN,Germany,54.3122,9.538144444444445
ETNL,LAAGE,Germany,53.918166666666664,12.279333333333334
ETNN,NOERVENICH,Germany,50.83116666666667,6.658166666666667
ETNS,SCHLESWIG,Germany,54.45935,9.516361111111111
ETNT,WITTMUNDHAFEN,Germany,53.547913888888885,7.667400000000001
ETNW,WUNSTORF,Germany,52.45733333333334,9.427166666666666
ETOU,WIESBADEN AAF,Germany,50.04982777777778,8.325436111111111
ETSA,LANDSBERG/LECH,Germany,48.07054166666667,10.906016666666668
ETSB,BUECHEL,Germany,50.173833333333334,7.0633333333333335
ETSH,HOLZDORF,Germany,51.767833333333336,13.167666666666666
ETSI,INGOLSTADT/MANCHING,Germany,48.71566666666667,11.533666666666667
ETSL,LECHFELD,Germany,48.18543611111111,10.861136111111112
ETSN,NEUBURG,Germany,48.711000000000006,11.2115
ETWM,MEPPEN,Germany,52.72316666666667,7.326333333333333
EEKA,KARDLA,Estonia,58.990833333333335,22.830833333333334
EEKE,KURESSAARE,Estonia,58.230000000000004,22.509444444444444
EEPU,PARNU,Estonia,58.41888888888889,24.472777777777775
EETN,LENNART MERI TALLINN,Estonia,59.413333333333334,24.8325
EETU,TARTU,Estonia,58.3075,26.686944444444446
EFET,ENONTEKIO,Finland,68.36444444444444,23.427500000000002
EFHA,HALLI,Finland,61.85638888888889,24.789166666666667
EFHF,HELSINKI-MALMI,Finland,60.25388888888889,25.04416666666667
EFHK,HELSINKI-VANTAA,Finland,60.31722222222223,24.96333333333333
EFIV,IVALO,Finland,68.61083333333333,27.413888888888888
EFJO,JOENSUU,Finland,62.65888888888889,29.624444444444446
EFJY,JYVASKYLA,Finland,62.40083333333333,25.672777777777778
EFKA,KAUHAVA,Finland,63.12416666666667,23.05138888888889
EFKE,KEMI-TORNIO,Finland,65.77916666666667,24.584722222222222
EFKK,KOKKOLA-PIETARSAARI,Finland,63.72027777777778,23.139166666666664
EFKS,KUUSAMO,Finland,65.99027777777778,29.231944444444444
EFKT,KITTILA,Finland,67.69861111111112,24.848055555555554
EFKU,KUOPIO,Finland,63.00861111111111,27.794444444444448
EFLP,LAPPEENRANTA,Finland,61.045833333333334,28.148611111111112
EFMA,MARIEHAMN,Finland,60.121944444444445,19.89638888888889
EFMI,MIKKELI,Finland,61.686388888888885,27.2
EFOU,OULU,Finland,64.92916666666667,25.355555555555558
EFPO,PORI,Finland,61.46138888888889,21.797777777777778
EFRO,ROVANIEMI,Finland,66.56166666666667,25.830833333333334
EFSA,SAVONLINNA,Finland,61.94277777777778,28.945
EFSI,SEINAJOKI,Finland,62.69361111111111,22.831944444444446
EFTP,TAMPERE-PIRKKALA,Finland,61.415277777777774,23.587777777777777
EFTU,TURKU,Finland,60.514722222222225,22.261666666666667
EFUT,UTTI,Finland,60.896388888888886,26.938055555555557
EFVA,VAASA,Finland,63.04527777777778,21.764166666666668
EFVR,VARKAUS,Finland,62.17111111111111,27.86861111111111
EGAA,BELFAST/ALDERGROVE,United Kingdom of Great Britain and Northern Ireland,54.6575,-6.215833333333333
EGAC,BELFAST/CITY,United Kingdom of Great Britain and Northern Ireland,54.61805555555556,-5.8725000000000005
EGAE,LONDONDERRY/EGLINTON,United Kingdom of Great Britain and Northern Ireland,55.04277777777778,-7.161944444444445
EGBB,BIRMINGHAM,United Kingdom of Great Britain and Northern Ireland,52.453855555555556,-1.7480277777777777
EGEC,CAMPBELTOWN,United Kingdom of Great Britain and Northern Ireland,55.4375,-5.688055555555556
EGBE,COVENTRY,United Kingdom of Great Britain and Northern Ireland,52.36981111111111,-1.4796805555555557
EGBJ,GLOUCESTERSHIRE,United Kingdom of Great Britain and Northern Ireland,51.89416666666666,-2.167222222222222
EGCC,MANCHESTER,United Kingdom of Great Britain and Northern Ireland,53.35388888888889,-2.275
EGCN,DONCASTER SHEFFIELD,United Kingdom of Great Britain and Northern Ireland,53.47528333333334,-1.0041361111111111
EGHQ,NEWQUAY,United Kingdom of Great Britain and Northern Ireland,50.44083333333333,-4.995277777777778
EGDM,BOSCOMBE DOWN,United Kingdom of Great Britain and Northern Ireland,51.153308333333335,-1.751011111111111
EGDR,CULDROSE,United Kingdom of Great Britain and Northern Ireland,50.08539722222223,-5.254072222222222
EGDX,ST ATHAN,United Kingdom of Great Britain and Northern Ireland,51.40475277777777,-3.435752777777778
EGDY,YEOVILTON,United Kingdom of Great Britain and Northern Ireland,51.008269444444444,-2.6454916666666666
EGEO,OBAN,United Kingdom of Great Britain and Northern Ireland,56.46361111111111,-5.4
EGFF,CARDIFF,United Kingdom of Great Britain and Northern Ireland,51.39666666666667,-3.3433333333333333
EGGD,BRISTOL,United Kingdom of Great Britain and Northern Ireland,51.382669444444446,-2.7191
EGGP,LIVERPOOL,United Kingdom of Great Britain and Northern Ireland,53.33361111111111,-2.8497222222222223
EGGW,LONDON LUTON,United Kingdom of Great Britain and Northern Ireland,51.874722222222225,-0.3683333333333333
EGHH,BOURNEMOUTH,United Kingdom of Great Britain and Northern Ireland,50.78,-1.8425000000000002
EGHI,SOUTHAMPTON,United Kingdom of Great Britain and Northern Ireland,50.95027777777778,-1.3566666666666667
EGJA,ALDERNEY,United Kingdom of Great Britain and Northern Ireland,49.70675833333333,-2.214480555555556
EGJB,GUERNSEY,United Kingdom of Great Britain and Northern Ireland,49.43493055555555,-2.6028000000000002
EGJJ,JERSEY,United Kingdom of Great Britain and Northern Ireland,49.207952777777784,-2.195525
EGKA,SHOREHAM,United Kingdom of Great Britain and Northern Ireland,50.83555555555556,-0.2972222222222222
EGKB,BIGGIN HILL,United Kingdom of Great Britain and Northern Ireland,51.33083333333334,0.0325
EGKK,LONDON GATWICK,United Kingdom of Great Britain and Northern Ireland,51.14805555555556,-0.19027777777777777
EGLC,LONDON/CITY,United Kingdom of Great Britain and Northern Ireland,51.50527777777778,0.05527777777777778
EGLF,FARNBOROUGH,United Kingdom of Great Britain and Northern Ireland,51.275277777777774,-0.7775000000000001
EGLL,LONDON HEATHROW,United Kingdom of Great Britain and Northern Ireland,51.4775,-0.4613888888888889
EGMC,SOUTHEND,United Kingdom of Great Britain and Northern Ireland,51.57027777777778,0.6933333333333334
EGMD,LYDD,United Kingdom of Great Britain and Northern Ireland,50.95611111111111,0.9391666666666667
EGNH,BLACKPOOL,United Kingdom of Great Britain and Northern Ireland,53.77166666666667,-3.028611111111111
EGNJ,HUMBERSIDE,United Kingdom of Great Britain and Northern Ireland,53.574444444444445,-0.35083333333333333
EGNM,LEEDS BRADFORD,United Kingdom of Great Britain and Northern Ireland,53.866025,-1.6607694444444443
EGNR,HAWARDEN,United Kingdom of Great Britain and Northern Ireland,53.17805555555555,-2.977777777777778
EGNS,ISLE OF MAN,United Kingdom of Great Britain and Northern Ireland,54.083333333333336,-4.623333333333334
EGNT,NEWCASTLE,United Kingdom of Great Britain and Northern Ireland,55.03792222222222,-1.6898027777777778
EGNV,DURHAM TEES VALLEY,United Kingdom of Great Britain and Northern Ireland,54.509166666666665,-1.4294444444444445
EGNX,EAST MIDLANDS,United Kingdom of Great Britain and Northern Ireland,52.83111111111111,-1.3277777777777777
EGOS,SHAWBURY,United Kingdom of Great Britain and Northern Ireland,52.793625,-2.6679388888888886
EGOV,VALLEY,United Kingdom of Great Britain and Northern Ireland,53.24816666666667,-4.535333333333333
EGOW,WOODVALE,United Kingdom of Great Britain and Northern Ireland,53.581575,-3.0555277777777774
EGPA,KIRKWALL,United Kingdom of Great Britain and Northern Ireland,58.95805555555556,-2.9005555555555556
EGPB,SUMBURGH,United Kingdom of Great Britain and Northern Ireland,59.88138888888889,-1.2938888888888889
EGPC,WICK,United Kingdom of Great Britain and Northern Ireland,58.45888888888889,-3.093055555555556
EGPD,ABERDEEN/DYCE,United Kingdom of Great Britain and Northern Ireland,57.2025,-2.1980555555555554
EGPE,INVERNESS,United Kingdom of Great Britain and Northern Ireland,57.5425,-4.0475
EGPF,GLASGOW,United Kingdom of Great Britain and Northern Ireland,55.871944444444445,-4.433055555555556
EGPH,EDINBURGH,United Kingdom of Great Britain and Northern Ireland,55.95,-3.3725
EGPI,ISLAY,United Kingdom of Great Britain and Northern Ireland,55.68333333333333,-6.259722222222222
EGPK,PRESTWICK,United Kingdom of Great Britain and Northern Ireland,55.50944444444445,-4.594444444444444
EGPL,BENBECULA,United Kingdom of Great Britain and Northern Ireland,57.480555555555554,-7.363888888888889
EGPM,SCATSTA,United Kingdom of Great Britain and Northern Ireland,60.43277777777777,-1.296111111111111
EGPN,DUNDEE,United Kingdom of Great Britain and Northern Ireland,56.4525,-3.0258333333333334
EGPO,STORNOWAY,United Kingdom of Great Britain and Northern Ireland,58.21555555555556,-6.3311111111111105
EGPU,TIREE,United Kingdom of Great Britain and Northern Ireland,56.49916666666667,-6.8691666666666675
EGQK,KINLOSS,United Kingdom of Great Britain and Northern Ireland,57.6494444,-3.5605556
EGQL,LEUCHARS,United Kingdom of Great Britain and Northern Ireland,56.37266666666667,-2.8685
EGQM,BOULMER  (MOD),United Kingdom of Great Britain and Northern Ireland,55.42,-1.6008333
EGQS,LOSSIEMOUTH,United Kingdom of Great Britain and Northern Ireland,57.705025000000006,-3.3391361111111113
EGSC,CAMBRIDGE,United Kingdom of Great Britain and Northern Ireland,52.205000000000005,0.175
EGSH,NORWICH,United Kingdom of Great Britain and Northern Ireland,52.67583333333333,1.2827777777777778
EGSS,LONDON STANSTED,United Kingdom of Great Britain and Northern Ireland,51.885,0.23500000000000001
EGTC,CRANFIELD,United Kingdom of Great Britain and Northern Ireland,52.07222222222222,-0.6166666666666667
EGTE,EXETER,United Kingdom of Great Britain and Northern Ireland,50.73429166666667,-3.413811111111111
EGUB,BENSON,United Kingdom of Great Britain and Northern Ireland,51.61503888888889,-1.0958472222222222
EGUL,LAKENHEATH,United Kingdom of Great Britain and Northern Ireland,52.40940277777778,0.5610111111111111
EGUN,MILDENHALL,United Kingdom of Great Britain and Northern Ireland,52.36193333333333,0.48640833333333333
EGUO,COLERNE,United Kingdom of Great Britain and Northern Ireland,51.44107777777777,-2.2790805555555553
EGUW,WATTISHAM,United Kingdom of Great Britain and Northern Ireland,52.127027777777776,0.9554138888888889
EGVA,FAIRFORD,United Kingdom of Great Britain and Northern Ireland,51.68351944444444,-1.7899916666666666
EGVN,BRIZE NORTON,United Kingdom of Great Britain and Northern Ireland,51.74998611111111,-1.5829472222222223
EGVO,ODIHAM,United Kingdom of Great Britain and Northern Ireland,51.23419166666667,-0.9428083333333334
EGVP,MIDDLE WALLOP,United Kingdom of Great Britain and Northern Ireland,51.14935833333333,-1.57025
EGWU,NORTHOLT,United Kingdom of Great Britain and Northern Ireland,51.55271388888889,-0.41959722222222223
EGXC,CONINGSBY,United Kingdom of Great Britain and Northern Ireland,53.09316666666667,-0.16611666666666666
EGXD,DISHFORTH,United Kingdom of Great Britain and Northern Ireland,54.136852777777776,-1.4199694444444446
EGXE,LEEMING,United Kingdom of Great Britain and Northern Ireland,54.29252777777778,-1.5353944444444443
EGXP,SCAMPTON,United Kingdom of Great Britain and Northern Ireland,53.307944444444445,-0.5508194444444445
EGXS,DONNA NOOK (MOD),United Kingdom of Great Britain and Northern Ireland,53.1486111,-0.6844444
EGXT,WITTERING,United Kingdom of Great Britain and Northern Ireland,52.613055555555555,-0.4759055555555556
EGXU,LINTON-ON-OUSE,United Kingdom of Great Britain and Northern Ireland,54.049391666666665,-1.2530972222222223
EGXV,LECONFIELD,United Kingdom of Great Britain and Northern Ireland,53.8772222,-0.4355556
EGXW,WADDINGTON,United Kingdom of Great Britain and Northern Ireland,53.16616111111111,-0.523838888888889
EGXZ,TOPCLIFFE,United Kingdom of Great Britain and Northern Ireland,54.20562777777778,-1.381625
EGYD,CRANWELL,United Kingdom of Great Britain and Northern Ireland,53.02973333333333,-0.49275277777777776
EGYM,MARHAM,United Kingdom of Great Britain and Northern Ireland,52.648405555555556,0.5506722222222222
EHAM,AMSTERDAM/SCHIPHOL,Netherlands,52.308055555555555,4.764166666666667
EHBK,MAASTRICHT/MAASTRICHT AACHEN,Netherlands,50.91583333333333,5.776944444444444
EHDL,ARNHEM/DEELEN,Netherlands,52.05972777777777,5.871936111111111
EHEH,EINDHOVEN/EINDHOVEN,Netherlands,51.45,5.374444444444444
EHGG,GRONINGEN/EELDE,Netherlands,53.125,6.583333333333333
EHGR,BREDA/GILZE-RIJEN,Netherlands,51.56737777777778,4.931836111111111
EHKD,DEN HELDER/DE KOOY,Netherlands,52.92361111111111,4.780555555555556
EHLW,LEEUWARDEN/LEEUWARDEN,Netherlands,53.22527222222222,5.752533333333333
EHRD,ROTTERDAM/ROTTERDAM,Netherlands,51.956944444444446,4.437222222222222
EHVK,UDEN/VOLKEL,Netherlands,51.65720833333333,5.707825000000001
EHVL,VLIEHORS,Netherlands,53.25,4.9166667
EHWO,BERGEN OP ZOOM/WOENSDRECHT,Netherlands,51.449,4.342141666666667
EHFS,VLISSINGEN,Netherlands,51.4486111,3.6022222
EICK,CORK,Ireland,51.84138888888889,-8.49111111111111
EIDL,DONEGAL,Ireland,55.04416666666666,-8.341111111111111
EIDW,DUBLIN,Ireland,53.421388888888885,-6.27
EIKN,IRELAND WEST,Ireland,53.91027777777778,-8.81861111111111
EIKY,KERRY,Ireland,52.18083333333333,-9.523888888888889
EIME,CASEMENT,Ireland,53.30305555555555,-6.455277777777778
EINN,SHANNON,Ireland,52.70197777777778,-8.924816666666667
EISG,SLIGO,Ireland,54.280277777777776,-8.599166666666667
EIWF,WATERFORD,Ireland,52.18722222222222,-7.086944444444444
EKAH,AARHUS,Denmark,56.300016666666664,10.619008333333333
EKBI,BILLUND,Denmark,55.740322222222225,9.151777777777777
EKCH,KOBENHAVN/KASTRUP,Denmark,55.617916666666666,12.655972222222223
EKEB,ESBJERG,Denmark,55.52594166666667,8.553402777777778
EKGC,GORM C (PRIVATE HELIDECK),Denmark,55.5797222,4.7588889
EKHA,HALFDAN A (PRIVATE HELIDECKS),Denmark,55.5188889,5.0011111
EKHD,HARALD (PRIVATE HELIDECK),Denmark,56.3441667,4.2719444
EKHR,HORNS REV  A (PRIVATE HELIDECK),Denmark,55.5088889,7.875
EKKA,KARUP (MIL),Denmark,56.29745833333333,9.124627777777778
EKOD,ODENSE,Denmark,55.47666388888889,10.330933333333332
EKRK,KOBENHAVN/ROSKILDE,Denmark,55.58556666666667,12.131427777777779
EKRN,BORNHOLM/RONNE,Denmark,55.063266666666664,14.759558333333333
EKSB,SONDERBORG,Denmark,54.96436666666667,9.791730555555555
EKSP,VOJENS/SKRYDSTRUP (MIL),Denmark,55.22555277777778,9.263930555555556
EKTE,TYRA E (PRIVATE HELIDECK),Denmark,55.7213889,4.8019444
EKVD,KOLDING/VAMDRUP,Denmark,55.43628333333333,9.330925
EKVG,VAGAR,Denmark,62.063627777777775,-7.2772194444444445
EKYT,AALBORG (CIV/MIL),Denmark,57.09278888888889,9.849163888888889
ELLX,LUXEMBOURG/LUXEMBOURG,Luxembourg,49.623333333333335,6.204444444444444
ENAL,ALESUND/VIGRA,Norway,62.5625,6.119722222222221
ENAN,ANDOYA/ANDENES,Norway,69.2925,16.144166666666667
ENAT,ALTA,Norway,69.97611111111111,23.371666666666666
ENBL,FORDE/BRINGELAND,Norway,61.39111111111111,5.756944444444445
ENBN,BRONNOYSUND/BRONNOY,Norway,65.46111111111111,12.2175
ENBO,BODO,Norway,67.26916666666666,14.365277777777777
ENBR,BERGEN/FLESLAND,Norway,60.29361111111111,5.218055555555556
ENBS,BATSFJORD,Norway,70.60027777777778,29.6925
ENBV,BERLEVAG,Norway,70.87138888888889,29.034166666666668
ENCN,KRISTIANSAND/KJEVIK,Norway,58.20388888888889,8.085
ENDR,DRAUGEN,Norway,64.3555556,7.7916667
ENDU,BARDUFOSS,Norway,69.05583333333333,18.540277777777778
ENEK,EKOFISK H,Norway,56.55,3.25
ENEV,HARSTAD/NARVIK/EVENES,Norway,68.4888888888889,16.678333333333335
ENFB,STATFJORD B,Norway,59.8955553333333,10.6172226666667
ENFG,FAGERNES/LEIRIN,Norway,61.01555555555556,9.288055555555555
ENFL,FLORO,Norway,61.58361111111111,5.0247222222222225
ENGM,OSLO/GARDERMOEN,Norway,60.20277777777778,11.08388888888889
ENHD,HAUGESUND/KARMOY,Norway,59.343333333333334,5.2125
ENHE,HEIDRUN TLP,Norway,65.325,2.3266667
ENHF,HAMMERFEST,Norway,70.67972222222222,23.66861111111111
ENHK,HASVIK,Norway,70.48666666666666,22.139722222222222
ENHV,HONNINGSVAG/VALAN,Norway,71.00972222222222,25.983611111111113
ENKB,KRISTIANSUND/KVERNBERGET,Norway,63.11194444444445,7.826111111111111
ENKR,KIRKENES/HOYBUKTMOEN,Norway,69.72500000000001,29.887777777777778
ENLA,ULA,Norway,59.1108333,2.8458333
ENLK,LEKNES,Norway,68.1525,13.609444444444444
ENMH,MEHAMN,Norway,71.02972222222222,27.826666666666668
ENML,MOLDE/ARO,Norway,62.74472222222222,7.2625
ENMS,MOSJOEN/KJAERSTAD,Norway,65.78361111111111,13.215277777777777
ENNA,LAKSELV/BANAK,Norway,70.06666666666666,24.973888888888887
ENNK,NARVIK/FRAMNES,Norway,68.43694444444445,17.386666666666667
ENNM,NAMSOS,Norway,64.47222222222223,11.57861111111111
ENNO,NOTODDEN/TUVEN,Norway,59.565555555555555,9.212222222222222
ENOA,OSEBERG A,Norway,60.4916667,2.8252778
ENOL,ORLAND,Norway,63.69916666666666,9.60388888888889
ENOV,ORSTA-VOLDA/HOVDEN,Norway,62.18,6.074166666666667
ENQA,TROLL A,Norway,60.645,3.7247222
ENQC,TROLL C,Norway,60.8858333,3.6097222
ENRA,MO I RANA/ROSSVOLL,Norway,66.36388888888888,14.301388888888889
ENRM,RORVIK/RYUM,Norway,64.83833333333332,11.14611111111111
ENRO,ROROS,Norway,62.57888888888889,11.345
ENRS,ROST,Norway,67.52777777777777,12.103333333333333
ENRY,MOSS/RYGGE,Norway,59.37888888888889,10.785555555555556
ENSB,SVALBARD/LONGYEAR,Norway,78.2461111111111,15.465555555555556
ENSD,SANDANE/ANDA,Norway,61.830000000000005,6.105833333333333
ENSF,STATFJORD A,Norway,61.2166667,1.8333333
ENSG,SOGNDAL/HAUKASEN,Norway,61.15611111111111,7.137777777777778
ENSH,SVOLVAER/HELLE,Norway,68.24333333333334,14.669166666666666
ENSK,STOKMARKNES/SKAGEN,Norway,68.58083333333333,15.026111111111112
ENSL,SLEIPNER A,Norway,58.3666667,1.9069444
ENSN,SKIEN/GEITERYGGEN,Norway,59.184999999999995,9.566944444444443
ENSO,STORD/SORSTOKKEN,Norway,59.79277777777778,5.339722222222222
ENSR,SORKJOSEN,Norway,69.78666666666666,20.959722222222222
ENSS,VARDO/SVARTNES,Norway,70.35527777777777,31.045
ENST,SANDNESSJOEN/STOKKA,Norway,65.95971388888888,12.472216666666666
ENTC,TROMSO/LANGNES,Norway,69.68138888888889,18.91777777777778
ENTO,SANDEFJORD/TORP,Norway,59.18666666666666,10.258611111111112
ENVA,TRONDHEIM/VAERNES,Norway,63.4575,10.924166666666666
ENVD,VADSO,Norway,70.06527777777778,29.84472222222222
ENVH,VALHALL A,Norway,56.2780556,3.3927778
ENZV,STAVANGER/SOLA,Norway,58.876666666666665,5.637777777777777
EPBY,BYDGOSZCZ/SZWEDEROWO,Poland,53.09666666666667,17.977777777777778
EPGD,GDANSK IM LECHA WALESY,Poland,54.3775,18.46611111111111
EPKK,KRAKOW/BALICE,Poland,50.07777777777778,19.784722222222225
EPKT,KATOWICE/PYRZOWICE,Poland,50.47416666666667,19.08
EPLB,LUBLIN,Poland,51.24027777777778,22.71361111111111
EPLL,LODZ/LUBLINEK,Poland,51.721944444444446,19.398055555555555
EPMO,WARSZAWA/MODLIN,Poland,52.45111111111111,20.651944444444442
EPPO,POZNAN/LAWICA,Poland,52.42111111111111,16.82638888888889
EPRZ,RZESZOW/JASIONKA,Poland,50.11,22.01888888888889
EPSC,SZCZECIN/GOLENIOW,Poland,53.584722222222226,14.902222222222223
EPWA,CHOPINA W WARSZAWIE,Poland,52.16583333333333,20.96722222222222
EPWR,WROCLAW/STRACHOWICE,Poland,51.10277777777778,16.885833333333334
EPZG,ZIELONA GORA/BABIMOST,Poland,52.13861111111111,15.79861111111111
ESCF,LINKOPING/MALMEN,Sweden,58.397777777777776,15.522777777777778
ESTA,ANGELHOLM,Sweden,56.29111111111111,12.855
ESDF,RONNEBY,Sweden,56.266666666666666,15.265
ESGG,GOTEBORG/LANDVETTER,Sweden,57.66,12.29111111111111
ESGJ,JONKOPING,Sweden,57.75833333333333,14.069166666666666
ESGP,GOTEBORG/SAVE,Sweden,57.775555555555556,11.870555555555557
ESGR,SKOVDE,Sweden,58.45611111111111,13.972777777777777
ESGT,TROLLHATTAN-VANERSBORG,Sweden,58.31805555555556,12.345
ESIB,SATENAS,Sweden,58.428469444444445,12.711236111111111
ESKN,STOCKHOLM/SKAVSTA,Sweden,58.78861111111111,16.90361111111111
ESMK,KRISTIANSTAD,Sweden,55.92055555555555,14.085277777777778
ESMQ,KALMAR,Sweden,56.68555555555555,16.2875
ESMS,MALMO,Sweden,55.54833333333333,13.353333333333333
ESMT,HALMSTAD,Sweden,56.69083333333333,12.82
ESMX,VAXJO/KRONOBERG,Sweden,56.930277777777775,14.72888888888889
ESNG,GALLIVARE,Sweden,67.13305555555554,20.81222222222222
ESNK,KRAMFORS-SOLLEFTEA,Sweden,63.04861111111111,17.76888888888889
ESNL,LYCKSELE,Sweden,64.5475,18.717777777777776
ESNN,SUNDSVALL-TIMRA,Sweden,62.529444444444444,17.442777777777778
ESNO,ORNSKOLDSVIK,Sweden,63.407777777777774,18.9925
ESNQ,KIRUNA,Sweden,67.82126111111111,20.335591666666666
ESNS,SKELLEFTEA,Sweden,64.62472222222222,21.076944444444443
ESNU,UMEA,Sweden,63.793055555555554,20.279999999999998
ESNX,ARVIDSJAUR,Sweden,65.59027777777777,19.281944444444445
